GO term	COGs	GO term name	Number of COGs	IC	SuperCOGs	Number of SuperCOGs
GO:0035264	{'D'}	multicellular organism growth	1	10.3539	{'supercog1'}	1
GO:0035265	{'D'}	organ growth	1	9.7608	{'supercog1'}	1
GO:0035266	{'D'}	meristem growth	1	12.9389	{'supercog1'}	1
GO:0035267	{'B'}	NuA4 histone acetyltransferase complex	1	10.6929	{'supercog3'}	1
GO:0035268	{'G', 'O'}	protein mannosylation	2	12.2935	{'supercog2', 'supercog1'}	2
GO:0035270	{'D'}	endocrine system development	1	11.2935	{'supercog1'}	1
GO:0035278	{'J'}	miRNA-mediated gene silencing by inhibition of translation	1	13.4169	{'supercog3'}	1
GO:0035279	{'A'}	miRNA-mediated gene silencing by mRNA destabilization	1	14.1368	{'supercog3'}	1
GO:0035282	{'D'}	segmentation	1	10.2075	{'supercog1'}	1
GO:0035295	{'D'}	tube development	1	7.1381	{'supercog1'}	1
GO:0035296	{'T'}	regulation of tube diameter	1	9.9859	{'supercog1'}	1
GO:0035303	{'C', 'T'}	regulation of dephosphorylation	2	9.2103	{'supercog2', 'supercog1'}	2
GO:0035304	{'O'}	regulation of protein dephosphorylation	1	9.5625	{'supercog1'}	1
GO:0035305	{'C'}	negative regulation of dephosphorylation	1	10.2818	{'supercog2'}	1
GO:0035306	{'C'}	positive regulation of dephosphorylation	1	11.4561	{'supercog2'}	1
GO:0035307	{'O'}	positive regulation of protein dephosphorylation	1	11.9205	{'supercog1'}	1
GO:0035308	{'O'}	negative regulation of protein dephosphorylation	1	10.6468	{'supercog1'}	1
GO:0035312	{'B'}	5'-3' DNA exonuclease activity	1	12.1582	{'supercog3'}	1
GO:0035315	{'D'}	hair cell differentiation	1	11.4169	{'supercog1'}	1
GO:0035335	{'O'}	peptidyl-tyrosine dephosphorylation	1	9.3204	{'supercog1'}	1
GO:0035336	{'H'}	long-chain fatty-acyl-CoA metabolic process	1	13.7007	{'supercog2'}	1
GO:0035337	{'H'}	fatty-acyl-CoA metabolic process	1	12.5804	{'supercog2'}	1
GO:0035339	{'O'}	SPOTS complex	1	15.4169	{'supercog1'}	1
GO:0035344	{'F'}	hypoxanthine transport	1	18.2243	{'supercog2'}	1
GO:0035349	{'H'}	coenzyme A transmembrane transport	1	15.6393	{'supercog2'}	1
GO:0035350	{'F'}	FAD transmembrane transport	1	15.4169	{'supercog2'}	1
GO:0035356	{'I'}	intracellular triglyceride homeostasis	1	16.6393	{'supercog2'}	1
GO:0035357	{'T'}	peroxisome proliferator activated receptor signaling pathway	1	12.8667	{'supercog1'}	1
GO:0035358	{'T'}	regulation of peroxisome proliferator activated receptor signaling pathway	1	13.1799	{'supercog1'}	1
GO:0035360	{'T'}	positive regulation of peroxisome proliferator activated receptor signaling pathway	1	13.9763	{'supercog1'}	1
GO:0035377	{'W'}	transepithelial water transport	1	15.6393	{'supercog1'}	1
GO:0035378	{'C'}	carbon dioxide transmembrane transport	1	15.9023	{'supercog2'}	1
GO:0035379	{'C', 'U'}	carbon dioxide transmembrane transporter activity	2	15.9023	{'supercog2', 'supercog1'}	2
GO:0035383	{'C'}	thioester metabolic process	1	7.6468	{'supercog2'}	1
GO:0035384	{'C'}	thioester biosynthetic process	1	8.0809	{'supercog2'}	1
GO:0035385	{'T'}	Roundabout signaling pathway	1	14.1368	{'supercog1'}	1
GO:0035410	{'Q'}	dihydrotestosterone 17-beta-dehydrogenase activity	1	14.6393	{'supercog2'}	1
GO:0035418	{'O'}	protein localization to synapse	1	11.3416	{'supercog1'}	1
GO:0035437	{'O', 'U', 'M'}	maintenance of protein localization in endoplasmic reticulum	3	13.2243	{'supercog1'}	1
GO:0035438	{'F'}	cyclic-di-GMP binding	1	11.7324	{'supercog2'}	1
GO:0035442	{'Q'}	dipeptide transmembrane transport	1	10.9669	{'supercog2'}	1
GO:0035446	{'E'}	cysteine-glucosaminylinositol ligase activity	1	12.1582	{'supercog2'}	1
GO:0035447	{'I'}	mycothiol synthase activity	1	12.1582	{'supercog2'}	1
GO:0035455	{'T'}	response to interferon-alpha	1	12.9763	{'supercog1'}	1
GO:0035456	{'T'}	response to interferon-beta	1	12.0745	{'supercog1'}	1
GO:0035457	{'T'}	cellular response to interferon-alpha	1	13.7007	{'supercog1'}	1
GO:0035458	{'T'}	cellular response to interferon-beta	1	12.2701	{'supercog1'}	1
GO:0035459	{'U'}	vesicle cargo loading	1	12.3174	{'supercog1'}	1
GO:0035461	{'H'}	vitamin transmembrane transport	1	11.7813	{'supercog2'}	1
GO:0035493	{'O'}	SNARE complex assembly	1	12.9023	{'supercog1'}	1
GO:0035494	{'O', 'U'}	SNARE complex disassembly	2	13.4169	{'supercog1'}	1
GO:0035510	{'B'}	DNA dealkylation	1	11.0847	{'supercog3'}	1
GO:0035513	{'A'}	oxidative RNA demethylation	1	13.5238	{'supercog3'}	1
GO:0035514	{'B'}	DNA demethylase activity	1	13.832	{'supercog3'}	1
GO:0035515	{'A', 'C'}	oxidative RNA demethylase activity	2	13.5238	{'supercog3', 'supercog2'}	2
GO:0035516	{'C'}	oxidative DNA demethylase activity	1	15.2243	{'supercog2'}	1
GO:0035539	{'C'}	8-oxo-7,8-dihydrodeoxyguanosine triphosphate pyrophosphatase activity	1	14.4169	{'supercog2'}	1
GO:0035542	{'O'}	regulation of SNARE complex assembly	1	13.9023	{'supercog1'}	1
GO:0035551	{'R'}	protein initiator methionine removal involved in protein maturation	1	14.7648	{'general function'}	1
GO:0035553	{'A'}	oxidative single-stranded RNA demethylation	1	13.7648	{'supercog3'}	1
GO:0035556	{'T'}	intracellular signal transduction	1	5.2264	{'supercog1'}	1
GO:0035567	{'T'}	non-canonical Wnt signaling pathway	1	10.7896	{'supercog1'}	1
GO:0035568	{'O'}	N-terminal peptidyl-proline methylation	1	14.5238	{'supercog1'}	1
GO:0035578	{'U'}	azurophil granule lumen	1	9.8623	{'supercog1'}	1
GO:0035580	{'U', 'M'}	specific granule lumen	2	10.1053	{'supercog1'}	1
GO:0035584	{'T'}	calcium-mediated signaling using intracellular calcium source	1	12.9023	{'supercog1'}	1
GO:0035588	{'T'}	G protein-coupled purinergic receptor signaling pathway	1	12.1158	{'supercog1'}	1
GO:0035590	{'T'}	purinergic nucleotide receptor signaling pathway	1	13.4169	{'supercog1'}	1
GO:0035591	{'T'}	signaling adaptor activity	1	10.7896	{'supercog1'}	1
GO:0035592	{'O'}	establishment of protein localization to extracellular region	1	7.4904	{'supercog1'}	1
GO:0035601	{'O'}	protein deacylation	1	9.4528	{'supercog1'}	1
GO:0035630	{'D'}	bone mineralization involved in bone maturation	1	13.3174	{'supercog1'}	1
GO:0035632	{'O', 'M'}	mitochondrial prohibitin complex	2		{'supercog1'}	1
GO:0035635	{'T'}	entry of bacterium into host cell	1	13.5238	{'supercog1'}	1
GO:0035637	{'R'}	multicellular organismal signaling	1	10.4364	{'general function'}	1
GO:0035639	{'F'}	purine ribonucleoside triphosphate binding	1	2.3482	{'supercog2'}	1
GO:0035642	{'O', 'H'}	histone H3R17 methyltransferase activity	2	16.6393	{'supercog2', 'supercog1'}	2
GO:0035646	{'U'}	endosome to melanosome transport	1	15.0543	{'supercog1'}	1
GO:0035670	{'D'}	plant-type ovary development	1	12.6697	{'supercog1'}	1
GO:0035671	{'C'}	enone reductase activity	1	14.2243	{'supercog2'}	1
GO:0035672	{'Q'}	oligopeptide transmembrane transport	1	10.8149	{'supercog2'}	1
GO:0035673	{'Q'}	oligopeptide transmembrane transporter activity	1	13.1799	{'supercog2'}	1
GO:0035690	{'R'}	cellular response to drug	1	8.0758	{'general function'}	1
GO:0035701	{'N'}	hematopoietic stem cell migration	1	15.6393	{'supercog1'}	1
GO:0035710	{'W', 'T'}	CD4-positive, alpha-beta T cell activation	2	10.7485	{'supercog1'}	1
GO:0035722	{'T'}	interleukin-12-mediated signaling pathway	1	11.4694	{'supercog1'}	1
GO:0035725	{'P'}	sodium ion transmembrane transport	1	10.169	{'supercog2'}	1
GO:0035727	{'G'}	lysophosphatidic acid binding	1	15.9023	{'supercog2'}	1
GO:0035728	{'T'}	response to hepatocyte growth factor	1	13.832	{'supercog1'}	1
GO:0035729	{'T'}	cellular response to hepatocyte growth factor stimulus	1	13.9023	{'supercog1'}	1
GO:0035735	{'N', 'U'}	intraciliary transport involved in cilium assembly	2	13.1799	{'supercog1'}	1
GO:0035738	{'T'}	envenomation resulting in modulation of process in another organism	1	13.7007	{'supercog1'}	1
GO:0035743	{'W', 'T', 'K'}	CD4-positive, alpha-beta T cell cytokine production	3	11.5378	{'supercog3', 'supercog1'}	2
GO:0035745	{'W', 'T'}	T-helper 2 cell cytokine production	2	12.2019	{'supercog1'}	1
GO:0035751	{'U'}	regulation of lysosomal lumen pH	1	14.9023	{'supercog1'}	1
GO:0035754	{'W'}	B cell chemotaxis	1	14.6393	{'supercog1'}	1
GO:0035767	{'T', 'N'}	endothelial cell chemotaxis	2	11.4964	{'supercog1'}	1
GO:0035770	{'J'}	ribonucleoprotein granule	1	8.3898	{'supercog3'}	1
GO:0035773	{'U'}	insulin secretion involved in cellular response to glucose stimulus	1	11.6393	{'supercog1'}	1
GO:0035774	{'U'}	positive regulation of insulin secretion involved in cellular response to glucose stimulus	1	12.6697	{'supercog1'}	1
GO:0035794	{'M'}	positive regulation of mitochondrial membrane permeability	1	11.8492	{'supercog1'}	1
GO:0035795	{'M'}	negative regulation of mitochondrial membrane permeability	1	15.2243	{'supercog1'}	1
GO:0035798	{'C'}	2-alkenal reductase (NADP+) activity	1	18.2243	{'supercog2'}	1
GO:0035800	{'O', 'T'}	deubiquitinase activator activity	2	15.0543	{'supercog1'}	1
GO:0035805	{'W'}	egg coat	1	13.5238	{'supercog1'}	1
GO:0035809	{'T'}	regulation of urine volume	1	13.0148	{'supercog1'}	1
GO:0035810	{'T'}	positive regulation of urine volume	1	15.4169	{'supercog1'}	1
GO:0035821	{'T'}	modulation of process of another organism	1	6.9069	{'supercog1'}	1
GO:0035825	{'L'}	homologous recombination	1	10.0246	{'supercog3'}	1
GO:0035834	{'C'}	indole alkaloid metabolic process	1	12.6096	{'supercog2'}	1
GO:0035835	{'Q'}	indole alkaloid biosynthetic process	1	12.7007	{'supercog2'}	1
GO:0035836	{'Q'}	ergot alkaloid metabolic process	1	14.2243	{'supercog2'}	1
GO:0035837	{'Q'}	ergot alkaloid biosynthetic process	1	14.2243	{'supercog2'}	1
GO:0035850	{'D'}	epithelial cell differentiation involved in kidney development	1	12.9023	{'supercog1'}	1
GO:0035859	{'O'}	Seh1-associated complex	1	12.2243	{'supercog1'}	1
GO:0035861	{'B'}	site of double-strand break	1	10.7567	{'supercog3'}	1
GO:0035869	{'O', 'M'}	ciliary transition zone	2	11.832	{'supercog1'}	1
GO:0035872	{'T'}	nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway	1	13.095	{'supercog1'}	1
GO:0035890	{'R'}	exit from host	1	8.6393	{'general function'}	1
GO:0035891	{'T'}	exit from host cell	1	8.6393	{'supercog1'}	1
GO:0035904	{'D'}	aorta development	1	12.832	{'supercog1'}	1
GO:0035914	{'D'}	skeletal muscle cell differentiation	1	12.0345	{'supercog1'}	1
GO:0035924	{'T'}	cellular response to vascular endothelial growth factor stimulus	1	11.3539	{'supercog1'}	1
GO:0035925	{'J'}	mRNA 3'-UTR AU-rich region binding	1	12.6697	{'supercog3'}	1
GO:0035927	{'A'}	RNA import into mitochondrion	1	14.1368	{'supercog3'}	1
GO:0035928	{'A'}	rRNA import into mitochondrion	1	14.6393	{'supercog3'}	1
GO:0035929	{'I', 'U'}	steroid hormone secretion	2	12.9763	{'supercog2', 'supercog1'}	2
GO:0035938	{'I', 'U'}	estradiol secretion	2	14.4169	{'supercog2', 'supercog1'}	2
GO:0035962	{'T'}	response to interleukin-13	1	14.6393	{'supercog1'}	1
GO:0035963	{'T'}	cellular response to interleukin-13	1	14.7648	{'supercog1'}	1
GO:0035966	{'T'}	response to topologically incorrect protein	1	9.2019	{'supercog1'}	1
GO:0035967	{'T'}	cellular response to topologically incorrect protein	1	9.4169	{'supercog1'}	1
GO:0035970	{'O'}	peptidyl-threonine dephosphorylation	1	12.832	{'supercog1'}	1
GO:0035988	{'D'}	chondrocyte proliferation	1	13.2243	{'supercog1'}	1
GO:0035999	{'H'}	tetrahydrofolate interconversion	1	7.8138	{'supercog2'}	1
GO:0036002	{'A'}	pre-mRNA binding	1	11.169	{'supercog3'}	1
GO:0036003	{'R'}	positive regulation of transcription from RNA polymerase II promoter in response to stress	1	11.0543	{'general function'}	1
GO:0036005	{'T'}	response to macrophage colony-stimulating factor	1	14.0543	{'supercog1'}	1
GO:0036006	{'T'}	cellular response to macrophage colony-stimulating factor stimulus	1	14.0543	{'supercog1'}	1
GO:0036019	{'U', 'M'}	endolysosome	2	13.9763	{'supercog1'}	1
GO:0036020	{'U', 'M'}	endolysosome membrane	2	17.2243	{'supercog1'}	1
GO:0036035	{'D'}	osteoclast development	1	12.798	{'supercog1'}	1
GO:0036038	{'O'}	MKS complex	1	14.6393	{'supercog1'}	1
GO:0036041	{'I'}	long-chain fatty acid binding	1	12.2935	{'supercog2'}	1
GO:0036064	{'O', 'M', 'Z'}	ciliary basal body	3	10.51	{'supercog1'}	1
GO:0036065	{'G'}	fucosylation	1	12.247	{'supercog2'}	1
GO:0036066	{'G'}	protein O-linked fucosylation	1	13.2701	{'supercog2'}	1
GO:0036071	{'G'}	N-glycan fucosylation	1	15.9023	{'supercog2'}	1
GO:0036080	{'F'}	purine nucleotide-sugar transmembrane transporter activity	1	15.9023	{'supercog2'}	1
GO:0036085	{'U'}	GDP-fucose import into Golgi lumen	1		{'supercog1'}	1
GO:0036094	{'R'}	small molecule binding	1	1.8548	{'general function'}	1
GO:0036112	{'H'}	medium-chain fatty-acyl-CoA metabolic process	1	15.4169	{'supercog2'}	1
GO:0036114	{'H'}	medium-chain fatty-acyl-CoA catabolic process	1		{'supercog2'}	1
GO:0036115	{'H'}	fatty-acyl-CoA catabolic process	1	16.6393	{'supercog2'}	1
GO:0036117	{'W'}	hyaluranon cable	1	15.6393	{'supercog1'}	1
GO:0036118	{'Q'}	hyaluranon cable assembly	1	15.6393	{'supercog2'}	1
GO:0036119	{'T'}	response to platelet-derived growth factor	1	14.1368	{'supercog1'}	1
GO:0036120	{'T'}	cellular response to platelet-derived growth factor stimulus	1	14.3174	{'supercog1'}	1
GO:0036126	{'O'}	sperm flagellum	1	10.8234	{'supercog1'}	1
GO:0036128	{'M'}	CatSper complex	1	15.6393	{'supercog1'}	1
GO:0036132	{'C'}	13-prostaglandin reductase activity	1	13.832	{'supercog2'}	1
GO:0036137	{'E', 'H'}	kynurenine aminotransferase activity	2	13.095	{'supercog2'}	1
GO:0036157	{'Z'}	outer dynein arm	1	14.4169	{'supercog1'}	1
GO:0036158	{'O'}	outer dynein arm assembly	1	13.5238	{'supercog1'}	1
GO:0036159	{'O'}	inner dynein arm assembly	1	13.3174	{'supercog1'}	1
GO:0036199	{'H'}	cholest-4-en-3-one 26-monooxygenase activity	1	13.7648	{'supercog2'}	1
GO:0036200	{'H'}	3-ketosteroid 9-alpha-monooxygenase activity	1	14.7648	{'supercog2'}	1
GO:0036211	{'O'}	protein modification process	1	3.7503	{'supercog1'}	1
GO:0036230	{'W', 'T'}	granulocyte activation	2	8.3114	{'supercog1'}	1
GO:0036238	{'Q'}	gallate dioxygenase activity	1	18.2243	{'supercog2'}	1
GO:0036260	{'A'}	RNA capping	1	10.4495	{'supercog3'}	1
GO:0036293	{'T'}	response to decreased oxygen levels	1	8.6356	{'supercog1'}	1
GO:0036294	{'T'}	cellular response to decreased oxygen levels	1	9.5066	{'supercog1'}	1
GO:0036295	{'T'}	cellular response to increased oxygen levels	1	13.7648	{'supercog1'}	1
GO:0036296	{'T'}	response to increased oxygen levels	1	12.2019	{'supercog1'}	1
GO:0036297	{'L'}	interstrand cross-link repair	1	11.3663	{'supercog3'}	1
GO:0036302	{'D'}	atrioventricular canal development	1	14.6393	{'supercog1'}	1
GO:0036314	{'T'}	response to sterol	1	12.0543	{'supercog1'}	1
GO:0036335	{'R'}	intestinal stem cell homeostasis	1	15.9023	{'general function'}	1
GO:0036336	{'W'}	dendritic cell migration	1	13.3174	{'supercog1'}	1
GO:0036338	{'X'}	viral membrane	1	8.4413	{'supercog3'}	1
GO:0036348	{'Q'}	hydantoin racemase activity	1	16.6393	{'supercog2'}	1
GO:0036361	{'E'}	racemase activity, acting on amino acids and derivatives	1	8.4981	{'supercog2'}	1
GO:0036363	{'T'}	transforming growth factor beta activation	1	13.5804	{'supercog1'}	1
GO:0036376	{'U'}	sodium ion export across plasma membrane	1	13.3174	{'supercog1'}	1
GO:0036378	{'H'}	calcitriol biosynthetic process from calciol	1	14.5238	{'supercog2'}	1
GO:0036379	{'Z'}	myofilament	1	11.7324	{'supercog1'}	1
GO:0036382	{'C'}	flavin reductase (NADH) activity	1	14.4169	{'supercog2'}	1
GO:0036387	{'O'}	pre-replicative complex	1	12.5518	{'supercog1'}	1
GO:0036388	{'L', 'B', 'O'}	pre-replicative complex assembly	3	12.2019	{'supercog3', 'supercog1'}	2
GO:0036393	{'V'}	thiocyanate peroxidase activity	1	14.7648	{'supercog1'}	1
GO:0036402	{'C'}	proteasome-activating ATPase activity	1	12.7324	{'supercog2'}	1
GO:0036451	{'K'}	cap mRNA methylation	1	14.4169	{'supercog3'}	1
GO:0036452	{'O'}	ESCRT complex	1	10.832	{'supercog1'}	1
GO:0036464	{'J'}	cytoplasmic ribonucleoprotein granule	1	8.4396	{'supercog3'}	1
GO:0036465	{'U'}	synaptic vesicle recycling	1	11.2243	{'supercog1'}	1
GO:0036468	{'E'}	L-dopa decarboxylase activity	1	16.2243	{'supercog2'}	1
GO:0036469	{'E'}	L-tryptophan decarboxylase activity	1	17.2243	{'supercog2'}	1
GO:0036473	{'R'}	cell death in response to oxidative stress	1	10.4299	{'general function'}	1
GO:0036477	{'R'}	somatodendritic compartment	1	7.6601	{'general function'}	1
GO:0036498	{'T'}	IRE1-mediated unfolded protein response	1	12.247	{'supercog1'}	1
GO:0036499	{'T'}	PERK-mediated unfolded protein response	1	13.9023	{'supercog1'}	1
GO:0036503	{'O', 'T'}	ERAD pathway	2	9.9389	{'supercog1'}	1
GO:0036524	{'O'}	protein deglycase activity	1	12.4169	{'supercog1'}	1
GO:0036525	{'O'}	protein deglycation	1	12.2935	{'supercog1'}	1
GO:0038007	{'T'}	netrin-activated signaling pathway	1	13.0543	{'supercog1'}	1
GO:0038023	{'T'}	signaling receptor activity	1	6.4025	{'supercog1'}	1
GO:0038024	{'U'}	cargo receptor activity	1		{'supercog1'}	1
GO:0038026	{'T'}	reelin-mediated signaling pathway	1	15.4169	{'supercog1'}	1
GO:0038034	{'T'}	signal transduction in absence of ligand	1	10.4896	{'supercog1'}	1
GO:0038061	{'T'}	NIK/NF-kappaB signaling	1	10.3725	{'supercog1'}	1
GO:0038066	{'T'}	p38MAPK cascade	1	11.5804	{'supercog1'}	1
GO:0038084	{'T'}	vascular endothelial growth factor signaling pathway	1	12.4169	{'supercog1'}	1
GO:0038093	{'T'}	Fc receptor signaling pathway	1	10.213	{'supercog1'}	1
GO:0038094	{'T'}	Fc-gamma receptor signaling pathway	1	10.7165	{'supercog1'}	1
GO:0038095	{'T'}	Fc-epsilon receptor signaling pathway	1	10.6096	{'supercog1'}	1
GO:0038096	{'W'}	Fc-gamma receptor signaling pathway involved in phagocytosis	1	10.7896	{'supercog1'}	1
GO:0038108	{'T'}	negative regulation of appetite by leptin-mediated signaling pathway	1	16.6393	{'supercog1'}	1
GO:0038127	{'T'}	ERBB signaling pathway	1	10.4495	{'supercog1'}	1
GO:0038128	{'T'}	ERBB2 signaling pathway	1	13.9023	{'supercog1'}	1
GO:0038166	{'T'}	angiotensin-activated signaling pathway	1	11.0345	{'supercog1'}	1
GO:0038171	{'T'}	cannabinoid signaling pathway	1	14.0543	{'supercog1'}	1
GO:0038187	{'T'}	pattern recognition receptor activity	1	11.9575	{'supercog1'}	1
GO:0038201	{'O'}	TOR complex	1	12.832	{'supercog1'}	1
GO:0038202	{'T'}	TORC1 signaling	1	11.1582	{'supercog1'}	1
GO:0039502	{'T'}	suppression by virus of host type I interferon-mediated signaling pathway	1	10.4561	{'supercog1'}	1
GO:0039503	{'X'}	suppression by virus of host innate immune response	1	9.8234	{'supercog3'}	1
GO:0039506	{'R'}	modulation by virus of host molecular function	1	9.6281	{'general function'}	1
GO:0039507	{'R'}	suppression by virus of host molecular function	1	10.2413	{'general function'}	1
GO:0039531	{'T'}	regulation of viral-induced cytoplasmic pattern recognition receptor signaling pathway	1	13.4694	{'supercog1'}	1
GO:0039532	{'W', 'T'}	negative regulation of viral-induced cytoplasmic pattern recognition receptor signaling pathway	2	13.9763	{'supercog1'}	1
GO:0039617	{'X'}	T=3 icosahedral viral capsid	1	11.5238	{'supercog3'}	1
GO:0039633	{'R'}	killing by virus of host cell	1	9.4137	{'general function'}	1
GO:0039653	{'K'}	suppression by virus of host transcription	1	11.4299	{'supercog3'}	1
GO:0039654	{'X'}	fusion of virus membrane with host endosome membrane	1	10.4561	{'supercog3'}	1
GO:0039656	{'T'}	modulation by virus of host gene expression	1	10.4234	{'supercog1'}	1
GO:0039657	{'K'}	suppression by virus of host gene expression	1	10.5378	{'supercog3'}	1
GO:0039663	{'X'}	membrane fusion involved in viral entry into host cell	1	8.88	{'supercog3'}	1
GO:0039678	{'X'}	viral genome ejection through host cell envelope	1	12.2701	{'supercog3'}	1
GO:0039692	{'X', 'K'}	single stranded viral RNA replication via double stranded DNA intermediate	2	13.0543	{'supercog3'}	1
GO:0039694	{'K'}	viral RNA genome replication	1	9.4528	{'supercog3'}	1
GO:0040001	{'U'}	establishment of mitotic spindle localization	1	10.9669	{'supercog1'}	1
GO:0040003	{'D'}	chitin-based cuticle development	1	14.3174	{'supercog1'}	1
GO:0040007	{'R'}	growth	1		{'general function'}	1
GO:0040008	{'T'}	regulation of growth	1	7.5317	{'supercog1'}	1
GO:0040009	{'T'}	regulation of growth rate	1	13.3663	{'supercog1'}	1
GO:0040011	{'N'}	locomotion	1		{'supercog1'}	1
GO:0040012	{'T', 'N'}	regulation of locomotion	2	7.2766	{'supercog1'}	1
GO:0040013	{'N'}	negative regulation of locomotion	1	9.0669	{'supercog1'}	1
GO:0040014	{'T'}	regulation of multicellular organism growth	1	10.8934	{'supercog1'}	1
GO:0040017	{'N'}	positive regulation of locomotion	1	8.1262	{'supercog1'}	1
GO:0040018	{'D', 'T'}	positive regulation of multicellular organism growth	2	12.6697	{'supercog1'}	1
GO:0040019	{'D'}	positive regulation of embryonic development	1	12.2243	{'supercog1'}	1
GO:0040020	{'D', 'Y'}	regulation of meiotic nuclear division	2	10.9763	{'supercog3', 'supercog1'}	2
GO:0040029	{'B'}	epigenetic regulation of gene expression	1	8.2285	{'supercog3'}	1
